class,filename,author_dot,author_lc,author_len,author_mismatch,author_num,author_oth,author_uc,box_nonother_types,box_other_only,company_mismatch,count_acroform,count_acroform_obs,count_action,count_action_obs,count_box_a4,count_box_legal,count_box_letter,count_box_other,count_box_overlap,count_endobj,count_endstream,count_eof,count_font,count_font_obs,count_image_large,count_image_med,count_image_small,count_image_total,count_image_xlarge,count_image_xsmall,count_javascript,count_javascript_obs,count_js,count_js_obs,count_obj,count_objstm,count_objstm_obs,count_page,count_page_obs,count_startxref,count_stream,count_stream_diff,count_trailer,count_xref,createdate_dot,createdate_mismatch,createdate_ts,createdate_tz,createdate_version_ratio,creator_dot,creator_lc,creator_len,creator_mismatch,creator_num,creator_oth,creator_uc,delta_ts,delta_tz,image_mismatch,image_totalpx,keywords_dot,keywords_lc,keywords_len,keywords_mismatch,keywords_num,keywords_oth,keywords_uc,len_obj_avg,len_obj_max,len_obj_min,len_stream_avg,len_stream_max,len_stream_min,moddate_dot,moddate_mismatch,moddate_ts,moddate_tz,moddate_version_ratio,pdfid0_dot,pdfid0_lc,pdfid0_len,pdfid0_mismatch,pdfid0_num,pdfid0_oth,pdfid0_uc,pdfid1_dot,pdfid1_lc,pdfid1_len,pdfid1_mismatch,pdfid1_num,pdfid1_oth,pdfid1_uc,pdfid_mismatch,pos_acroform_avg,pos_acroform_max,pos_acroform_min,pos_box_avg,pos_box_max,pos_box_min,pos_eof_avg,pos_eof_max,pos_eof_min,pos_image_avg,pos_image_max,pos_image_min,pos_page_avg,pos_page_max,pos_page_min,producer_dot,producer_lc,producer_len,producer_mismatch,producer_num,producer_oth,producer_uc,ratio_imagepx_size,ratio_size_obj,ratio_size_page,ratio_size_stream,size,subject_dot,subject_lc,subject_len,subject_mismatch,subject_num,subject_oth,subject_uc,title_dot,title_lc,title_len,title_mismatch,title_num,title_oth,title_uc,version
1,ffefa00b8716fa7bcf60565676938c6d95a94f671d6876ba1fbc8ea8060a5815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,20,6,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,6,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17946.7,96012,76,58980.5,95942,784,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.374837246,0.751859348,0.000299828,0,0,0,-1,-1,-1,0.0000722,0.0000722,0.0000722,0,0,0,0,0,0,0,0,17152.71347,360206.6398,60034.48999,360207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,ffef1669a3f8d50cbf8a3e108fcfed5efc4caa7671fc0409f23a17c981c9f612,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8547.25,67875,40,67826,67826,67826,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997053933,0.997053933,0.997053933,0.496536184,0.992547327,0.000525042,0.999927078,0.999927078,0.999927078,-1,-1,-1,0.000743809,0.000743809,0.000743809,0,0,0,0,0,0,0,0,8570.748929,68565.93143,68565.93143,68566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffee12c8abb0369521be35a93b966003653e687987fc026213f9532bf386ceb0,0,0,9,1,0,1,8,126,0,1,0,0,0,0,0,0,126,136,0,661,407,2,73,0,0,0,0,55,0,55,0,0,0,0,661,161,0,63,0,2,407,0,2,2,0,0,-1,-1,-1,2,16,31,1,3,6,6,-1135257663,17999,0,3520,0,92,120,1,0,22,6,915.2390318,20053,12,1265.422604,19990,19,0,1,1135257662,-18000,3284.889068,0,14,32,1,18,0,0,0,16,32,1,16,0,0,1,-1,-1,-1,0.210688854,0.42201415,0.002918631,0.500271513,0.999994728,0.000548298,0.189469695,0.421268676,0.067769588,0.212892911,0.373405456,0.002878563,2,20,33,1,3,7,3,0.003711553,1434.780633,15053.80928,2330.196554,948390,1,71,104,1,4,19,10,0,48,69,13,0,12,9,4
0,ffec86a24bb260a71b9e5235654175464702bc2e341bcfb452b6e4c21ec780f5,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,75,562,0,14081,763,2,643,0,105,1,126,3569,0,3337,0,0,0,0,14081,0,0,105,0,2,763,0,2,2,0,2,1301439289,-28800,2510.492456,0,4,16,2,4,2,6,-580828,-3600,979,877547225,0,0,0,0,0,0,0,489.3866913,599766,14,7634.566186,599602,55,0,1,1302020117,-25200,2511.61288,0,0,32,1,17,0,15,0,0,32,1,24,0,8,1,-1,-1,-1,0.769504475,0.961025858,0.000555942,0.50006951,0.999999322,0.000139698,0.481905644,0.821283894,0.003504376,0.477886895,0.796096143,0.000610194,1,25,39,1,2,7,5,119.0206336,523.6182089,70219.69457,9663.2608,7373068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffea7c9271957ff5dc9c26de47a2b47cc945f41bb4609bd188a382298de2558d,0,0,0,1,0,0,0,185,0,0,0,0,1,0,0,0,185,130,0,1562,639,1,197,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,108,0,1,639,0,1,1,0,1,1182457018,-21600,4561.948372,2,16,31,2,3,6,6,1182457019,-21599,0,0,0,0,0,1,0,0,0,3633.429506,466806,15,7559.134585,466646,14,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.52734691,0.979272825,0.001657963,0.999999023,0.999999023,0.999999023,-1,-1,-1,0.494745643,0.97822529,0.001654446,2,20,33,2,3,7,3,0,3411.817331,47386.35141,8008.960864,5117726,0,0,0,1,0,0,0,0,7,10,56,0,2,1,3
1,ffea7bf3d7fef43f2da42af2c834322e46538db4a4235594c65e8071939ca7dc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,27,12,1,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,13,1,2,2,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.4074074,6641,12,314.3333333,1260,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020076482,0.020076482,0.020076482,0.24953906,0.724528817,0.072043158,0.999658563,0.999658563,0.999658563,-1,-1,-1,0.07327233,0.081808249,0.064736411,0,0,0,0,0,0,0,0,542.3703503,7321.996339,1126.461452,14644,0,0,0,0,0,0,0,0,296,6600,2,4238,565,1501,6
0,ffea5a009d7b1403743e512571ae216d616b0b5f541d6b0deccd88b058a58ea4,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,26,39,0,150,63,2,24,0,11,6,13,30,0,0,0,0,0,0,150,0,0,13,0,2,63,0,2,2,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1130168386,25199,17,23014181,0,0,0,0,0,0,0,5777.826667,101415,12,13323.1746,101268,299,0,1,1130168385,-25200,4360.217535,0,12,32,1,20,0,0,0,10,32,1,22,0,0,1,-1,-1,-1,0.31399195,0.980976098,0.002889431,0.500899291,0.999995412,0.00180317,0.764792915,0.995169753,0.138924384,0.619634718,0.949800298,0.002832078,0,0,0,3,0,0,0,26.39852466,5811.986628,67061.37946,13838.06327,871798,0,0,0,0,0,0,0,0,7,8,1,0,0,1,3
0,ffea56096cff536490f81568ed008c081f70f52e78d0b0eb0c3cd8b14279e9f9,0,2,3,1,0,0,1,6,0,0,0,0,0,0,0,0,6,5,0,641,310,2,6,0,0,165,0,165,0,0,0,0,0,0,641,0,0,5,0,2,310,0,2,2,0,0,-1,-1,-1,1,17,27,1,3,4,3,0,0,5,42202400,0,0,0,1,0,0,0,961.2620905,75930,8,1817.993548,75893,24,0,0,-1,-1,-1,0,14,32,1,18,0,0,0,14,32,1,18,0,0,0,-1,-1,-1,0.414020603,0.924333175,0.004389824,0.501692254,0.999993727,0.003390782,0.578741774,0.981584383,0.045344262,0.454045178,0.924130857,0.004091837,1,20,37,1,3,6,8,66.18831858,994.712947,127522.1745,2056.809671,637611,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
1,ffe9c7d1b98af7288a0b911771fe3234621526fbe8bdbf0c3dc57c9ad2eddaf9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9,2,1,1,0,0,0,0,0,0,0,3,0,2,0,9,0,0,1,0,1,2,0,2,2,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366.777778,11715,33,8,8,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007711878,0.007711878,0.007711878,0.038559389,0.038559389,0.038559389,0.999761488,0.999761488,0.999761488,-1,-1,-1,0.048099857,0.048099857,0.048099857,0,0,0,0,0,0,0,0,1397.5554,12577.98742,6288.996856,12578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffe8f2e29ccf910cda7cecef61ea54364e071b9809a2c68512514e68fbc32c8f,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,89,32,2,23,0,0,0,0,0,0,0,0,0,0,0,89,0,0,18,0,2,32,0,2,2,0,1,1108421772,0,4276.318565,0,0,0,0,0,0,0,1108421773,1,0,0,0,0,0,0,0,0,0,2074.988764,57542,9,5480.1875,57486,27,0,0,-1,-1,-1,0,9,32,1,23,0,0,0,8,32,1,24,0,0,1,-1,-1,-1,0.359571646,0.966052536,0.006269025,0.501686996,0.999978713,0.003395279,-1,-1,-1,0.359126393,0.965536326,0.005891181,2,29,46,2,3,9,5,0,2111.325819,10439.33275,5872.124817,187908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,ffe89cf5a9d0990cb23f3a668184eaa0155b051a6ae1d3d2b3b707d80a85acf8,0,2,13,1,1,8,2,0,1,0,0,0,0,0,0,0,0,13,0,54,31,2,8,0,0,2,0,2,0,0,0,0,0,0,54,2,0,1,0,2,31,0,2,2,0,0,-1,-1,-1,0,3,26,1,1,18,4,0,0,1,185766,0,0,0,0,0,0,0,5178.666667,39502,13,8781.419355,39315,37,0,1,-1,-1,-1,0,0,32,1,19,0,13,0,0,32,1,19,0,13,1,-1,-1,-1,0.434300012,0.813939242,0.007192472,0.502258429,0.999982397,0.004534461,0.216983457,0.297781705,0.136185209,0.009061881,0.009061881,0.009061881,0,3,21,1,0,16,2,0.653997402,5260.129532,284046.716,9162.806156,284047,0,0,0,0,0,0,0,0,3,17,1,0,13,1,4
0,ffe85575af42af5b04fdcca945005d5adc4e3bbcadaf71d95a5f87e897cf12b4,1,25,36,1,0,6,5,24,0,0,0,0,0,0,0,0,24,0,0,148,51,3,0,0,0,0,12,12,0,0,0,0,0,0,148,0,0,12,0,3,51,0,3,3,0,1,983183131,0,1896.572398,1,8,19,2,2,6,3,-153198321,28800,0,90288,0,61,72,1,0,8,3,4262.716216,101020,7,12167.01961,100820,20,0,2,1136381452,-28800,2192.09385,0,0,32,1,17,0,15,0,0,32,2,18,0,14,1,-1,-1,-1,0.45411101,0.847874513,0.001534319,0.664228421,0.999993712,0.000809605,0.704969741,0.975298414,0.002298334,0.454294677,0.848011281,0.001766982,1,26,41,1,2,6,7,0.141937046,4298.060782,53009.41225,12472.80368,636113,0,0,14,1,6,2,6,0,76,100,12,0,13,11,6
0,ffe830490f9ff789fca646ac8f8f4076e87ceed9ea6273167a9b8f67be7eaf4e,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,16,0,56,52,2,2,0,0,1,0,17,0,16,0,0,0,0,56,5,0,2,0,2,52,0,0,0,0,1,1388782030,-28800,5357.955363,1,4,15,1,2,3,6,1388782031,-28799,1,101946,0,0,0,0,0,0,0,1067.553571,14845,51,970.1730769,14699,37,0,0,-1,-1,-1,0,0,32,1,22,0,10,0,0,32,1,16,0,16,1,-1,-1,-1,0.479663341,0.86769856,0.014421171,0.5040224,0.999917405,0.008127395,0.573890834,0.871993525,0.286094225,0.3092127,0.599709264,0.018716136,1,4,23,1,7,6,6,1.684055768,1080.999981,30267.98487,1164.153824,60536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,ffe7931d41ad6910953466847bd8c68c5538be67708704c9a771f1de3aa69af0,0,0,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,14,0,46,11,2,10,0,0,0,0,0,0,0,0,0,0,0,46,4,0,2,0,2,11,0,2,2,0,0,-1,-1,-1,0,11,42,1,4,25,2,-1362345552,17999,0,0,0,0,0,0,0,0,0,2522.26087,29658,14,9909,29604,234,0,1,1362345551,-18000,3153.577664,0,0,32,1,24,0,8,0,0,32,1,24,0,8,0,-1,-1,-1,0.24881904,0.299390926,0.002170956,0.999356754,0.999979899,0.998733609,-1,-1,-1,0.106554411,0.211735224,0.001373599,0,11,42,1,4,25,2,0,3244.412973,74621.46269,13567.54422,149243,0,0,0,0,0,0,0,0,25,38,1,0,10,3,5
1,ffe62273be6a173a0fcbce1fd3285c4933adf330716f52dd2a099bd6d46eff2e,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,26,12,1,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,12,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.2307692,4016,12,552.8333333,3950,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937289691,0.937289691,0.937289691,0.121571327,0.318140104,0.027429387,0.99949016,0.99949016,0.99949016,-1,-1,-1,0.029264811,0.042010809,0.016518813,0,0,0,0,0,0,0,0,377.1922932,4903.497548,817.2499319,9807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffe612907a8f5bf12d382860a53c8af722a6a426bcf3ab13e8545f8a9f955977,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,27,12,1,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,13,1,2,2,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.037037,6453,12,318.75,1260,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020303858,0.020303858,0.020303858,0.236732479,0.713855633,0.058041028,0.999649933,0.999649933,0.999649933,-1,-1,-1,0.059301267,0.06805293,0.050549604,0,0,0,0,0,0,0,0,528.9999804,7141.496429,1098.692223,14283,0,0,0,0,0,0,0,0,252,6412,2,4094,565,1501,6
1,ffe5e8f0a862c002e27295e29ef421388db116e8bdf66d6892966cba996d2016,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10083.875,80171,40,80122,80122,80122,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997501824,0.997501824,0.997501824,0.497081339,0.993717459,0.000445219,0.999938164,0.999938164,0.999938164,-1,-1,-1,0.000630728,0.000630728,0.000630728,0,0,0,0,0,0,0,0,10107.37374,80858.91914,80858.91914,80859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffe59217d81f8f3dc4ea50145a76c5d13f3421c326ec15bf4e0c0c3ddf66e835,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186,28192,11,14085.5,28163,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992935799,0.992935799,0.992935799,0.982131727,0.982131727,0.982131727,0.999826858,0.999826858,0.999826858,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3208.66631,28878000000,14438.99278,28878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffe4dfcb45d38b3d0d3640a7f1f5077008343afd6a8de30b72c03ffe3de1334e,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,21,8,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,1,8,0,1,1,0,0,-1,-1,-1,1,14,21,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,7236.857143,51800,10,18722.125,51580,48,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.448271123,0.891456734,0.000458154,0.99996073,0.99996073,0.99996073,-1,-1,-1,0.448055136,0.891240747,0.000242167,1,7,15,1,2,2,4,0,7275.571082,38196.74045,19098.37261,152787,0,0,0,1,0,0,0,0,0,7,1,6,0,1,2
1,ffe41b2139f01e8656a30b275f5bc76a0984d7b152b29d744444810da506b546,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,24,10,1,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,10,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.4166667,3860,12,620.7,3794,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933714163,0.933714163,0.933714163,0.121604872,0.329381332,0.022095279,0.999461091,0.999461091,0.999461091,-1,-1,-1,0.024035352,0.037508084,0.010562621,0,0,0,0,0,0,0,0,386.5833172,4638.997681,927.7999072,9278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffe3efa7f14d67fc3bf7410d9409e14dec07e23b01e9588fc6bc1069abd1c2c8,0,0,4,1,0,0,4,236,0,0,0,0,1,0,0,0,236,260,0,7028,159,2,130,0,1,14,0,15,0,0,0,0,0,0,7028,0,0,118,0,2,159,0,2,2,0,0,-1,-1,-1,1,16,29,1,2,5,6,0,0,14,4684124,0,0,0,0,0,0,0,219.1903813,50844,9,6150.698113,50691,78,0,0,-1,-1,-1,0,11,32,1,21,0,0,0,13,32,1,19,0,0,1,-1,-1,-1,0.269322655,0.918880583,0.002064416,0.500220103,0.999997751,0.000442455,0.271450543,0.452199374,0.044686855,0.293139069,0.535102667,0.001901377,2,20,33,1,3,7,3,2.63343736,253.0892145,15073.82191,11186.86156,1778711,0,11,18,1,0,2,5,0,10,19,148,0,2,7,3
1,ffe31d1dd570c166a0a5d27744790f5d379bad6419586a770c49b8fbe5291aa2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,1,0,1,2,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.5,8663,29,4426.5,8612,241,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.02937513,0.033423293,0.025326967,0.999481005,0.999481005,0.999481005,-1,-1,-1,0.02065601,0.02065601,0.02065601,0,0,0,0,0,0,0,0,1204.249849,9633.990366,4816.997592,9634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,ffe287e669389ae157ac8c34cc28f8b0f00096194d0282588ba0c3969e2257e4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391,21042,11,10510.5,21013,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9906086,0.9906086,0.9906086,0.976475463,0.976475463,0.976475463,0.999769819,0.999769819,0.999769819,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2413.555287,21722000000,10860.99457,21722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffe19d79d9a595b5995f43de1f571fba0868fedae1971eb1ea8ac10c04895395,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,1,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.5,2020,25,1980,1980,1980,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0.070441373,0.070441373,0.070441373,0,0,0,0,0,0,0,0,560.7498598,2242.997757,2242.997757,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,ffe14d6cb3bc63b71e414092b3c4a3a7cf6c6dfd58e04be0804cb2f4dcebbadb,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,26,12,1,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,12,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.5,5141,12,646.5833333,5075,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943743139,0.943743139,0.943743139,0.109060556,0.285400659,0.024606659,0.999542627,0.999542627,0.999542627,-1,-1,-1,0.026253202,0.037687523,0.01481888,0,0,0,0,0,0,0,0,420.4615223,5465.997267,910.9999241,10932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffe12de726a08d8dcc089720a4e366551045dcd4d856877d4e2dfaf4ea588165,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,9,3,1,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,1,0,1,3,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711.888889,8901,48,4934,8848,291,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.158810503,0.416197406,0.012907308,0.999683644,0.999683644,0.999683644,-1,-1,-1,0.011831699,0.011831699,0.011831699,0,0,0,0,0,0,0,0,1756.110916,15804.9842,5268.331577,15805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,ffe11c586f2ed8ff411744dc5f406fef00f7f31ae767df4c81336832de38b02f,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9,2,1,1,0,0,0,0,0,0,0,3,0,2,0,9,0,0,1,0,1,2,0,2,2,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.555556,11587,33,8,8,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007791165,0.007791165,0.007791165,0.038955823,0.038955823,0.038955823,0.999759036,0.999759036,0.999759036,-1,-1,-1,0.048594378,0.048594378,0.048594378,0,0,0,0,0,0,0,0,1383.33318,12449.98755,6224.996888,12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffe0d2671dcea5f482801d1e064db59714cd8b75875cb6684b78293d94a85fdb,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10142.5,80640,40,80591,80591,80591,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997516231,0.997516231,0.997516231,0.49709817,0.993753689,0.000442652,0.999938521,0.999938521,0.999938521,-1,-1,-1,0.00062709,0.00062709,0.00062709,0,0,0,0,0,0,0,0,10165.99873,81327.91867,81327.91867,81328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffe04393322dcf3f6244aaaf2694c1037ce1db622a3b6d7c2ced6cb0e749a8c7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,26,21,2,0,0,0,1,0,1,0,0,0,0,0,0,26,7,0,3,0,2,21,0,0,0,0,1,1297370512,-18000,3003.172481,3,14,26,1,4,5,3,1297370513,-17999,0,80416,0,0,0,0,0,0,0,2144.615385,27320,68,2551.428571,27256,28,0,0,-1,-1,-1,0,0,32,1,21,0,11,0,0,32,1,22,0,10,1,-1,-1,-1,0.488053473,0.74979075,0.013765961,0.503962388,0.999910958,0.008013819,0.615995583,0.615995583,0.615995583,0.489282259,0.750823643,0.01519064,2,20,33,1,3,7,3,1.432087333,2159.730686,18717.66043,2673.952254,56153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,ffdf38a08baf8c3163b26b72804d662a7fbeb9743bd90d4064ae5a4acb1ae4d2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,24,0,379,156,1,46,0,0,0,39,39,0,0,0,0,0,0,379,0,0,39,0,1,156,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,190125,0,0,0,0,0,0,0,491.414248,7393,8,976.8333333,7335,236,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.478767055,0.959037623,0.111139051,0.999979883,0.999979883,0.999979883,0.404432662,0.889514738,0.001961366,0.425021074,0.904622286,0.020448499,1,20,37,1,3,6,8,0.956165982,524.6464366,5098.487049,1274.621787,198841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,ffdec7b74f7a796564e36d591a5df532b0f967a0efbb2542de334235d7f686b9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,32,15,1,6,0,0,0,0,0,0,0,0,0,0,0,32,2,0,2,0,1,15,0,2,2,0,1,1337599045,14400,2580.245071,1,11,18,1,2,3,2,-14401,0,0,0,0,0,0,0,0,0,0,1239.9375,23168,12,2354.6,23104,29,0,1,1337613446,14400,2580.272851,0,0,32,1,21,0,11,0,0,32,1,20,0,12,1,0.020127734,0.020127734,0.020127734,0.210331188,0.690124831,0.034352622,0.99987904,0.99987904,0.99987904,-1,-1,-1,0.034062319,0.036360557,0.03176408,1,11,18,1,2,3,2,0,1291.74996,20667.98967,2755.73315,41336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffde06804d58c61eb68cd6b6b29a9af4b46357c1b55638acedf45d565f7add60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,27,12,1,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,13,1,2,2,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.8518519,6653,12,314.3333333,1260,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020060044,0.020060044,0.020060044,0.249539438,0.724754367,0.07198417,0.999658843,0.999658843,0.999658843,-1,-1,-1,0.073212336,0.081741266,0.064683406,0,0,0,0,0,0,0,0,542.8147947,7327.996336,1127.384529,14656,0,0,0,0,0,0,0,0,301,6612,2,4245,565,1501,6
