class,filename,author_dot,author_lc,author_len,author_mismatch,author_num,author_oth,author_uc,box_nonother_types,box_other_only,company_mismatch,count_acroform,count_acroform_obs,count_action,count_action_obs,count_box_a4,count_box_legal,count_box_letter,count_box_other,count_box_overlap,count_endobj,count_endstream,count_eof,count_font,count_font_obs,count_image_large,count_image_med,count_image_small,count_image_total,count_image_xlarge,count_image_xsmall,count_javascript,count_javascript_obs,count_js,count_js_obs,count_obj,count_objstm,count_objstm_obs,count_page,count_page_obs,count_startxref,count_stream,count_stream_diff,count_trailer,count_xref,createdate_dot,createdate_mismatch,createdate_ts,createdate_tz,createdate_version_ratio,creator_dot,creator_lc,creator_len,creator_mismatch,creator_num,creator_oth,creator_uc,delta_ts,delta_tz,image_mismatch,image_totalpx,keywords_dot,keywords_lc,keywords_len,keywords_mismatch,keywords_num,keywords_oth,keywords_uc,len_obj_avg,len_obj_max,len_obj_min,len_stream_avg,len_stream_max,len_stream_min,moddate_dot,moddate_mismatch,moddate_ts,moddate_tz,moddate_version_ratio,pdfid0_dot,pdfid0_lc,pdfid0_len,pdfid0_mismatch,pdfid0_num,pdfid0_oth,pdfid0_uc,pdfid1_dot,pdfid1_lc,pdfid1_len,pdfid1_mismatch,pdfid1_num,pdfid1_oth,pdfid1_uc,pdfid_mismatch,pos_acroform_avg,pos_acroform_max,pos_acroform_min,pos_box_avg,pos_box_max,pos_box_min,pos_eof_avg,pos_eof_max,pos_eof_min,pos_image_avg,pos_image_max,pos_image_min,pos_page_avg,pos_page_max,pos_page_min,producer_dot,producer_lc,producer_len,producer_mismatch,producer_num,producer_oth,producer_uc,ratio_imagepx_size,ratio_size_obj,ratio_size_page,ratio_size_stream,size,subject_dot,subject_lc,subject_len,subject_mismatch,subject_num,subject_oth,subject_uc,title_dot,title_lc,title_len,title_mismatch,title_num,title_oth,title_uc,version
0,ffdd14bac39bec150c9f87262b2f1714abbdfb80000756e5c2f0798e7c660111,2,30,41,1,0,6,5,28,0,0,0,0,1,0,0,0,28,18,0,161,55,1,25,0,0,0,0,0,0,0,0,0,0,0,161,0,0,20,0,1,55,0,1,1,0,0,-1,-1,-1,0,5,6,1,0,0,1,-1118745131,14399,0,0,0,21,33,1,0,6,6,2230.416149,28372,8,6258.163636,28307,398,0,1,1118745130,-14400,2589.687801,0,12,32,1,20,0,0,0,12,32,1,20,0,0,0,-1,-1,-1,0.439128277,0.979680036,0.000205668,0.999986289,0.999986289,0.999986289,-1,-1,-1,0.324068463,0.946726594,0.000126143,3,11,20,1,3,4,2,0,2265.006197,18233.29909,6630.290789,364666,1,167,203,1,0,34,2,0,37,53,1,4,6,6,5
1,ffdcc5388f85b45cec6fc160d16082521699273392af4e91b63d2b0c94f767f4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10198.875,81095,36,81064,81064,81064,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997529928,0.997529928,0.997529928,0.993751452,0.993751452,0.993751452,0.99993886,0.99993886,0.99993886,-1,-1,-1,0.000538035,0.000538035,0.000538035,0,0,0,0,0,0,0,0,10222.37372,81778.91822,81778.91822,81779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffdc82e342f9a7abeea87039a88db4f89fb3e0997aa0e4d5d30119c093fe97d8,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,5,49,0,312,56,1,46,0,0,0,0,0,0,0,0,0,0,0,312,0,0,5,0,1,56,0,1,1,0,0,-1,-1,-1,0,21,27,2,0,3,3,0,0,0,0,0,0,0,1,0,0,0,949.3782051,33020,7,4705.267857,32636,31,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.434399128,0.975939202,0.000984602,0.999986959,0.999986959,0.999986959,-1,-1,-1,0.243037529,0.570788627,0.000818328,2,4,13,2,4,3,2,0,983.0865353,61344.58773,5477.196331,306723,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4
0,ffdbf31c28100ab0210ab1565adcd0363daac1ff225a48f765a3abf9962cc84f,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,8,0,56,20,4,11,0,2,0,1,3,0,0,0,0,0,0,56,0,0,7,0,4,20,0,4,4,0,1,1137165165,-18000,2193.605642,1,10,18,1,3,3,2,-603518,0,2,5038076,0,0,0,0,0,0,0,9506.285714,261489,22,26248.6,261329,41,0,3,1137768683,-18000,2194.769836,0,0,32,1,18,0,14,0,0,32,3,25,0,7,1,-1,-1,-1,0.477251293,0.578545172,0.001215349,0.519136598,0.999990651,0.000772214,0.416520046,0.577610288,0.002260548,0.462706696,0.578593786,0.001499553,1,28,43,1,3,7,5,9.420028196,9550.464115,76403.70337,26741.29866,534826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffdbf22486dede0cfcbd2453e03b8cf2e8fa17bc7881c38add89195b84283544,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,29,26,2,1,0,1,0,0,1,0,0,0,0,0,0,29,6,0,1,0,2,26,0,0,0,0,1,1314288387,-14400,2173.095878,0,4,17,1,4,2,7,1314288388,-14399,0,8418725,0,43,57,1,0,8,6,3480,79238,71,3779.884615,79097,62,0,0,-1,-1,-1,0,0,32,1,21,0,11,0,0,32,1,23,0,9,1,0.007083173,0.007083173,0.007083173,0.051821599,0.136425069,0.009164718,0.502362702,0.999950674,0.004774729,0.139157714,0.139157714,0.139157714,0.012114396,0.012114396,0.012114396,1,25,40,1,3,7,5,83.05193012,3495.413673,101366.8986,3898.730619,101367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,ffda978c2d19a3e6c301fa977d849eba50f8f28cce3f0332c9c3ade78092debe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,309,232,1,54,0,0,0,0,0,0,0,0,0,0,0,309,0,0,41,0,1,232,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5583.702265,86963,93,7212.543103,86788,229,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.607515309,0.988941462,0.015450149,0.999997695,0.999997695,0.999997695,-1,-1,-1,0.506758301,0.934529743,0.015340675,0,0,0,0,0,0,0,0,5616.770208,42331.26726,7480.956864,1735582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,ffda5376240abffb8db732bb8c8a2ce5897c5037ae18667257c053fc2d80eb2b,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27,6,1,9,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,0,1,6,0,1,1,0,0,-1,-1,-1,1,6,14,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,316.4074074,1266,43,813.8333333,945,398,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.882957732,0.882957732,0.882957732,0.999480735,0.999480735,0.999480735,-1,-1,-1,0.842074289,0.86561429,0.818776612,1,23,178,1,111,41,3,0,356.6296164,1604.833066,1604.833066,9629,0,0,0,0,0,0,0,1,11,28,1,1,5,11,2
1,ffda08fbf1dbea19284d678df801f49d2c55dc358d51bdcf457c6dcd21c2d1fc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,22,9,1,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,9,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.0454545,5495,12,863.2222222,5429,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959099804,0.959099804,0.959099804,0.136545988,0.250489237,0.02260274,0.999510763,0.999510763,0.999510763,-1,-1,-1,0.009589041,0.009589041,0.009589041,0,0,0,0,0,0,0,0,464.5454334,10219.98978,1135.555429,10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffd97525b77b1c01111eb0cdc0509631701a39fb39c33a259c1311ec61152f05,4,40,57,3,0,12,5,114,0,0,1,0,2,0,0,0,114,221,0,1625,135,2,74,0,11,6,0,17,0,0,0,0,1,0,1625,0,0,58,0,2,135,0,2,2,0,3,1192200855,-14400,3449.655252,0,14,21,5,1,2,4,-3020566,3600,6,18218580,0,0,0,1,0,0,0,1469.678769,193688,8,16493.21481,193550,386,0,1,1195221421,-18000,3458.395315,0,14,32,1,18,0,0,0,12,32,1,20,0,0,1,0.000874866,0.000874866,0.000874866,0.513000998,0.9796132,0.001212613,0.500163961,0.999997953,0.000329968,0.359323817,0.883251408,0.019678555,0.246081655,0.93665223,0.001196647,0,0,0,1,0,0,0,7.458503213,1503.174768,42114.80962,18093.77024,2442659,0,0,0,1,0,0,0,0,115,165,39,5,24,21,4
1,ffd8b3ffc8c3280a2121bddda1bef00e6d7bf95fdc455d7ee0fd61d8e0bb1179,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,1,0,1,2,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,8275,29,4232.5,8224,241,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.03060783,0.034825871,0.02638979,0.999459226,0.999459226,0.999459226,-1,-1,-1,0.021522821,0.021522821,0.021522821,0,0,0,0,0,0,0,0,1155.749856,9245.990754,4622.997689,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,ffd60d83c70f45b2b5a16d593aee9ece3cad07d5b0127a52abf8ed6e7f3d2c18,0,7,11,1,0,0,4,0,1,0,0,0,0,0,0,0,0,22,0,103,31,2,26,0,1,2,0,3,0,0,0,0,0,0,103,1,0,7,0,2,31,0,2,2,0,0,-1,-1,-1,0,16,56,1,4,33,3,-1280409903,-1,1,4063670,0,0,0,0,0,0,0,5423.941748,269818,14,17610.90323,269658,238,0,1,1280409902,0,2963.91181,0,0,32,1,21,0,11,0,0,32,1,21,0,11,0,-1,-1,-1,0.45980812,0.578539234,0.000904286,0.999830999,0.999994691,0.999667308,0.337844733,0.508976494,0.010741709,0.470521985,0.578289715,0.000424713,0,16,56,1,4,33,3,7.191228961,5486.2815,80726.70275,18228.61232,565087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,ffd4f589a87ba078c62d5a3a9cead0cb97b620f6331b18097ca43caf2e3c6749,0,0,16,1,4,5,7,1,0,0,0,0,0,0,0,0,1,0,0,6,2,1,1,0,1,0,0,1,0,0,0,0,0,0,6,0,0,1,0,1,2,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,934150,0,0,0,0,0,0,0,12494.83333,74426,40,37154,74255,53,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.987653994,0.987653994,0.987653994,0.99994707,0.99994707,0.99994707,0.00035728,0.00035728,0.00035728,0.987230551,0.987230551,0.987230551,0,0,1,2,1,0,0,12.36122322,12595.16457,75570.92443,37785.48111,75571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,ffd4f497e38cad95529ae2f5d29222054be8302d1bc53d3ce8e3d1249fecb8a0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,1,0,1,2,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117.875,8403,29,4260,8352,168,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.030426836,0.034619933,0.026233738,0.999462423,0.999462423,0.999462423,-1,-1,-1,0.021395549,0.021395549,0.021395549,0,0,0,0,0,0,0,0,1162.624855,9300.990699,4650.497675,9301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,ffd3bec0a214b4370895601fc4e06b4c1a0866bbd3f88efffcfc2f81c564e9cc,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,69,3,0,112,20,1,26,0,0,0,0,0,0,0,0,0,0,0,112,0,0,23,0,1,27,7,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.2321429,18617,29,3816,28797,1448,0,0,-1,-1,-1,0,0,32,1,23,0,9,0,0,32,1,23,0,9,0,-1,-1,-1,0.284871437,0.838279276,0.001015307,0.999955856,0.999955856,0.999955856,-1,-1,-1,0.267582298,0.577378522,0.00046351,0,0,0,0,0,0,0,0,809.0446356,3939.695481,3356.036913,90613,0,0,0,0,0,0,0,0,3,7,23,2,1,1,3
0,ffd30488a848fdf76039b4b8f13bbbf5e0fe53a2836570e7fd3a23f10dec060a,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,39,11,0,99,13,2,19,0,0,0,0,0,0,0,0,0,0,0,99,0,0,13,0,2,20,7,2,2,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.090909,16392,29,9248.153846,21988,902,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.633083682,0.948331297,0.014039223,0.502844216,0.999978177,0.005710254,-1,-1,-1,0.660651456,0.880608415,0.013668238,3,15,35,1,7,7,6,0,1388.606047,10574.76842,6873.599656,137472,0,0,0,0,0,0,0,0,3,7,17,2,1,1,4
1,ffd1e632f3cb371dfd11eede56848205499676f34f1174dec4958ab6c7789a47,0,6,7,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,19,9,1,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,1,9,0,1,1,0,0,-1,-1,-1,0,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,752.3684211,9291,34,1415.666667,9220,26,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343868018,0.343868018,0.343868018,0.255350162,0.314781687,0.195918638,0.999734976,0.999734976,0.999734976,-1,-1,-1,0.197840058,0.197840058,0.197840058,0,0,0,0,0,0,0,0,794.3683792,15092.98491,1676.999814,15093,0,6,7,1,0,1,0,0,6,7,1,0,1,0,6
1,ffd1e205c839f2e65a2e2ee236072057627a40756e444f9adf8a7eddb0dde74e,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13359.75,106382,36,106362,106362,106362,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998113313,0.998113313,0.998113313,0.995227243,0.995227243,0.995227243,0.9999533,0.9999533,0.9999533,-1,-1,-1,0.000410961,0.000410961,0.000410961,0,0,0,0,0,0,0,0,13383.24833,107065.8929,107065.8929,107066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffd13db5793b3a9585e16be577ea153d3702278e3842a01e211c7f3f861e2064,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,24,10,1,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,10,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.5833333,4104,12,645.1,4038,8,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935412728,0.935412728,0.935412728,0.118488763,0.320940979,0.021529091,0.9994749,0.9994749,0.9994749,-1,-1,-1,0.02341945,0.036546944,0.010291955,0,0,0,0,0,0,0,0,396.7499835,4760.99762,952.1999048,9522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffd136082896baf17009021afe59faff5f59635919bd2a7081a2daf35fc8b115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,142,56,2,21,0,0,0,0,0,0,0,0,0,0,0,142,0,0,13,0,2,56,0,2,2,0,1,1172046132,0,4521.782917,2,24,35,1,2,7,2,-94160,18000,0,0,0,0,0,0,0,0,0,1606.373239,52144,6,3711.482143,52081,59,0,1,1172140292,-18000,4522.146188,0,0,32,1,13,0,19,0,0,32,1,13,0,19,0,-1,-1,-1,0.411342177,0.911814194,0.005313898,0.501536652,0.999978538,0.003094766,0.892920812,0.969876467,0.56034579,0.39559449,0.552134573,0.005863315,2,24,35,1,2,7,2,0,1640.66196,17921.07554,4160.249926,232974,0,0,0,0,0,0,0,0,4,6,13,1,1,0,3
1,ffd0c3766a49432821db266fce32f93b41fa4a5d78031b24d8f34b0f217915ad,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050.375,79903,40,79854,79854,79854,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997493517,0.997493517,0.997493517,0.497071633,0.993696567,0.0004467,0.999937958,0.999937958,0.999937958,-1,-1,-1,0.000632825,0.000632825,0.000632825,0,0,0,0,0,0,0,0,10073.87374,80590.91941,80590.91941,80591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffd03fbdaef359aa9c79994da8b10b0da9799164c8a61cb4ab60d2d3e9c849da,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,3,1,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,1,3,0,1,1,0,0,-1,-1,-1,1,2,19,1,7,3,7,0,0,0,0,0,0,0,0,0,0,0,1427.6,9703,38,6670.666667,9651,1939,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.966707433,0.966707433,0.966707433,0.999818816,0.999818816,0.999818816,-1,-1,-1,0.959097703,0.960909544,0.957285863,2,38,65,1,5,13,9,0,1471.799902,11038.49448,7358.997547,22077,0,0,0,0,0,0,0,0,5,10,1,5,0,0,1
0,ffcf80a5112ff618b79a42da901f584af01dad37a016585ba0e900e41cefd601,0,7,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,29,13,2,7,0,0,1,2,3,0,0,0,0,0,0,29,0,0,1,0,2,13,0,2,2,0,1,1162413174,-21600,2242.309363,0,7,8,1,0,0,1,20918,0,2,269286,0,0,0,0,0,0,0,2424.310345,28068,22,5074.230769,27932,107,0,1,1162392256,-21600,2242.269012,0,0,32,1,22,0,10,0,0,32,1,25,0,7,1,0.013577191,0.013577191,0.013577191,0.0166394,0.017058881,0.01621992,0.505089699,0.999930087,0.010249311,0.262446341,0.863179384,0.059887859,0.021603255,0.021603255,0.021603255,5,78,109,2,2,26,3,3.765342506,2466.103363,71516.92848,5501.307269,71517,0,0,0,0,0,0,0,0,14,16,1,0,1,1,6
0,ffce7136c0f426dad69f84a595399802699e58f62ee571d37daa35d4a42f7585,0,6,38,1,24,8,0,0,1,0,0,0,0,0,0,0,0,3,0,23,5,1,7,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,1,5,0,1,1,0,0,-1,-1,-1,0,0,0,2,0,0,0,-1244721023,14399,0,0,0,0,0,1,0,0,0,2593.708333,29988,9,11969.2,29805,1579,0,1,1244721022,-14400,3601.623328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.444388183,0.776508379,0.27700682,0.999936706,0.999936706,0.999936706,-1,-1,-1,0.278090732,0.279411997,0.276769467,1,10,20,1,3,3,4,0,2633.208224,31598.4842,12639.39747,63197,0,0,0,1,0,0,0,0,8,83,1,51,19,5,4
0,ffcdbf2314cf25e3501a219eeb8a7439371c51c150cbcb8ea9a355b638ebf01a,0,5,5,1,0,0,0,16,0,0,0,0,0,0,0,0,16,4,0,56,22,2,14,0,0,1,0,1,0,0,0,0,0,0,56,0,0,8,0,2,22,0,2,2,0,1,1265226860,-18000,3660.95735,3,14,26,1,4,5,3,18000,0,0,95420,0,0,0,0,0,0,0,1486.125,14868,12,3488.818182,14765,225,0,1,1265208860,-18000,3660.905266,0,0,32,1,19,0,13,0,0,32,1,20,0,12,1,-1,-1,-1,0.605575029,0.906225088,0.015498242,0.50510551,0.999941383,0.010269637,0.101699883,0.101699883,0.101699883,0.68283558,0.906635404,0.017209848,1,20,31,2,2,6,3,1.118640094,1523.214259,10662.49867,3877.272551,85300,0,0,0,0,0,0,0,1,29,38,1,0,7,2,4
1,ffcd75770d6e2ff3290292d9a30eeb265185736c63cc254ea93bf366925c3654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,9,0,0,1,0,0,2,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.6666667,1390,24,738,1333,143,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0.086432161,0.086432161,0.086432161,0,0,0,0,0,0,0,0,221.1110865,1989.99801,994.9995025,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ffcce4fdc936ca147baad81e009a9b3256a8fc229be66dad14cffeefce9b7865,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,36,24,2,3,0,1,0,11,19,0,7,0,0,0,0,36,0,0,1,0,2,24,0,2,2,0,1,1264696289,-18000,2091.098361,0,4,17,1,4,2,7,17945,0,17,7336448,0,0,0,0,0,0,0,3647.611111,68542,7,5244.083333,68421,80,0,1,1264678344,-18000,2091.06869,0,0,32,1,18,0,14,0,0,32,1,28,0,4,1,0.008354238,0.008354238,0.008354238,0.327269166,0.958477404,0.009838264,0.503197812,0.999962334,0.00643329,0.529388909,0.91753486,0.022215191,0.016007895,0.016007895,0.016007895,4,18,40,1,6,9,7,55.26639397,3687.416564,132746.8673,5531.12477,132747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,ffcc85605db64898d68c429815c113761afac694048f68e1186ee506534b8ac4,0,0,5,1,0,0,5,328,0,0,1,0,1,0,0,0,328,6026,0,18520,300,1,240,0,0,3,0,4,0,1,0,0,0,0,18520,103,0,166,0,1,300,0,2,2,0,1,1166565421,-28800,3375.478649,1,10,22,2,3,3,6,-2375206,-10800,3,413748,0,0,0,0,0,0,0,193.2906048,51193,13,3790.256667,51144,92,0,1,1168940627,-18000,3382.351351,0,0,32,1,15,0,17,0,0,32,1,19,0,13,1,0.669311162,0.669311162,0.669311162,0.403634081,0.677544023,0.076266452,0.999998922,0.999998922,0.999998922,0.092765985,0.125387324,0.076873618,0.09763364,0.669748148,0.076328139,1,15,31,1,5,5,6,0.089241028,250.3400648,27929.50586,15454.32662,4636298,0,0,0,0,0,0,0,0,0,12,166,3,2,7,4
1,ffcc76969c361db37451501a370a09087ad70a8d166bfed1ed0a4a5b2d5eb91c,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7206.375,57150,40,57101,57101,57101,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996507547,0.996507547,0.996507547,0.495911063,0.99119971,0.000622417,0.999913553,0.999913553,0.999913553,-1,-1,-1,0.000881758,0.000881758,0.000881758,0,0,0,0,0,0,0,0,7229.874096,57838.94216,57838.94216,57839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,ffcc14ab40606ff30c967375f63a063dcbf64d6db21d30961b46b96af2d620ee,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,4,2,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.75,624,39,95,117,73,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120408936,0.120408936,0.120408936,0.514830241,0.606588413,0.408557365,0,0,0,-1,-1,-1,0.415372965,0.462703521,0.368042408,0,0,0,0,0,0,0,0,293.4444118,1320.49934,660.2498349,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,ffcb45cf7177176f10fe8c42e0fed839d9bd94b7bfe1d4639b9e0b94e743b181,1,11,29,1,6,6,6,0,1,0,0,0,0,0,0,0,0,6,0,66,56,1,7,0,7,10,2,19,0,0,0,0,0,0,66,0,0,6,0,1,56,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,17,21758964,0,0,0,0,0,0,0,12400.90909,150042,40,14485.57143,149868,59,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.644682261,0.997068502,0.165431711,0.999995128,0.999995128,0.999995128,0.465255602,0.995742204,0.0000329,0.644643288,0.997029529,0.165392738,0,0,1,2,1,0,0,26.50035441,12440.63618,136846.9772,14662.17831,821082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,ffcae82020a4e11937d21314ad8de5b8848ce5e7efbb90e41fc9cb0b0daf75d0,0,1,26,1,0,25,0,126,0,0,0,0,1,0,0,0,126,8,0,273,96,2,72,0,0,10,3,13,0,0,0,0,1,0,273,12,0,63,0,2,96,0,2,2,0,0,-1,-1,-1,0,2,31,2,0,29,0,0,0,10,1241954,0,0,0,0,0,0,0,1689.300366,46624,13,4418.6875,46560,61,0,1,-1,-1,-1,0,0,32,1,16,0,16,0,0,32,1,20,0,12,1,-1,-1,-1,0.445847704,0.881118384,0.004974296,0.500755281,0.999991879,0.001518683,0.447279958,0.704876028,0.245720075,0.446959534,0.83379354,0.005538726,0,2,33,1,2,28,1,2.521570172,1804.146514,7817.96813,5130.541613,492532,0,0,0,0,0,0,0,0,0,16,39,0,14,2,6
1,ffc927d004555dd87553cf3d943a7c29a6533d4ad6ba6c0e25f1ce8c8640e19f,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,14,4,1,2,0,0,0,0,0,0,0,1,0,1,0,14,0,0,1,0,1,4,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234.214286,40317,19,11118.75,40251,73,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161565,0.00161565,0.00161565,0.009999563,0.015588839,0.004410288,0.999912668,0.999912668,0.999912668,-1,-1,-1,0.007423257,0.007423257,0.007423257,0,0,0,0,0,0,0,0,3271.571195,45801.9542,11450.49714,45802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
